State_index,Jurisdiction,Time,Type,Name,Formatted_Text,Amount (million dollars),Description,Link,Source,Start
2,New Hampshire,Pandemic,Fund,"$50 million for broadband – seeking applications for enhancing remote learning, remote work and telehealth. Again, this application is on an accelerated time scale, with the application open for two weeks and notifications two weeks later. All projects must be completed by December 15.","Pandemic Fund: $50 million for broadband – seeking applications for enhancing remote learning, remote work and telehealth. Again, this application is on an accelerated time scale, with the application open for two weeks and notifications two weeks later. All projects must be completed by December 15.",50,"$50 million for broadband – seeking applications for enhancing remote learning, remote work and telehealth. Again, this application is on an accelerated time scale, with the application open for two weeks and notifications two weeks later. All projects must be completed by December 15.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,New Hampshire,Pandemic,MAP 1,The New Hampshire Broadband Mapping and Planning Program,Pandemic MAP 1: The New Hampshire Broadband Mapping and Planning Program,,,https://www.unh.edu/broadband/broadband-mapping,PEW_May2021,0
,New Hampshire,Pandemic,PLAN 1,Broadband: The Connection to New Hampshire's Future,Pandemic PLAN 1: Broadband: The Connection to New Hampshire's Future,,,https://www.unh.edu/broadband/sites/www.unh.edu.broadband/files/media/kb-reports/initiatives/NH_Broadband_Report_2015_UNH.pdf,PEW_May2021,0
,New Hampshire,Pandemic,TASK FORCE 1,Commission to Study the Environmental and Health Effects of Evolving 5G Technology,Pandemic TASK FORCE 1: Commission to Study the Environmental and Health Effects of Evolving 5G Technology,,,http://www.gencourt.state.nh.us/statstudcomm/committees/1474/default.html,PEW_May2021,0
,New Hampshire,Pandemic,TASK FORCE 2,Rural Broadband Initiative,Pandemic TASK FORCE 2: Rural Broadband Initiative,,,https://www.unh.edu/broadband/rural-broadband-initiative,PEW_May2021,0
1,New Jersey,Pre-pandemic,,New Jersey did not have any pre-pandemic initiatives.,Pre-pandemic: New Jersey did not have any pre-pandemic initiatives.,,,,PEW_July2019,0
2,New Jersey,Pandemic,AGENCY 1,New Jersey Office of Information Technology ,Pandemic AGENCY 1: New Jersey Office of Information Technology ,,,https://nj.gov/it/,PEW_May2021,0
3,New Jersey,Pandemic,TASK FORCE 1,New Jersey's State Broadband Initiative,Pandemic TASK FORCE 1: New Jersey's State Broadband Initiative,,,https://www.state.nj.us/it/connectingnj/assets/documents/whitePaper.pdf,PEW_May2021,0
,New Jersey,Pandemic,TASK FORCE 2,Broadband Access Study Commission ,Pandemic TASK FORCE 2: Broadband Access Study Commission ,,,https://www.njleg.state.nj.us/2020/Bills/A1000/850_R3.PDF,PEW_May2021,0
1,New Mexico,Pre-pandemic,Office,New Mexico Office of Broadband and Geospatial Initiatives,Pre-pandemic Office: New Mexico Office of Broadband and Geospatial Initiatives,,,,PEW_July2019,0
2,New Mexico,Pre-pandemic,Agency,Department of Information Technology,Pre-pandemic Agency: Department of Information Technology,,,,PEW_July2019,0
3,New Mexico,Pre-pandemic,Agency,Public Regulation Commission,Pre-pandemic Agency: Public Regulation Commission,,,,PEW_July2019,0
4,New Mexico,Pre-pandemic,Plan,"“New Mexico Information Technology Strategic Plan,” fiscal years 2017-19","Pre-pandemic Plan: “New Mexico Information Technology Strategic Plan,” fiscal years 2017-19",,,,PEW_July2019,0
5,New Mexico,Pre-pandemic,Fund,Library Broadband Infrastructure Fund,Pre-pandemic Fund: Library Broadband Infrastructure Fund,,,,PEW_July2019,0
6,New Mexico,Pandemic,Fund,"$1.5 million in CARES Act funds for broadband technical assistance for local and tribal governments and other groups to advance broadband deployment and help communities prepare for Federal funding opportunities. Partnered with the N.M. Public Education Department and others to identify, promote and support broadband solutions for K-12 students that reside in unserved or underserved areas of the state.  As of June 2020, this collaborative has used CARES Act funding to purchase and distribute 700 residential hotspots (Navajo Nation), thousands of Chromebooks and numerous other fixed and mobile hotspot devices for Tribal communities.","Pandemic Fund: $1.5 million in CARES Act funds for broadband technical assistance for local and tribal governments and other groups to advance broadband deployment and help communities prepare for Federal funding opportunities. Partnered with the N.M. Public Education Department and others to identify, promote and support broadband solutions for K-12 students that reside in unserved or underserved areas of the state.  As of June 2020, this collaborative has used CARES Act funding to purchase and distribute 700 residential hotspots (Navajo Nation), thousands of Chromebooks and numerous other fixed and mobile hotspot devices for Tribal communities.",1.5,"$1.5 million in CARES Act funds for broadband technical assistance for local and tribal governments and other groups to advance broadband deployment and help communities prepare for Federal funding opportunities. Partnered with the N.M. Public Education Department and others to identify, promote and support broadband solutions for K-12 students that reside in unserved or underserved areas of the state.  As of June 2020, this collaborative has used CARES Act funding to purchase and distribute 700 residential hotspots (Navajo Nation), thousands of Chromebooks and numerous other fixed and mobile hotspot devices for Tribal communities.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,New Mexico,Pandemic,AGENCY 1,New Mexico Department of Information Technology ,Pandemic AGENCY 1: New Mexico Department of Information Technology ,,,http://www.doit.state.nm.us/index.html,PEW_May2021,0
,New Mexico,Pandemic,AGENCY 2,New Mexico Public Regulation Commission,Pandemic AGENCY 2: New Mexico Public Regulation Commission,,,http://www.nmprc.state.nm.us/,PEW_May2021,0
,New Mexico,Pandemic,FUND 1,Library Broadband Infrastructure Fund ,Pandemic FUND 1: Library Broadband Infrastructure Fund ,,,https://www.nmlegis.gov/Sessions/18%20Regular/final/HB0207.pdf,PEW_May2021,0
,New Mexico,Pandemic,MAP 1,New Mexico Broadband Map,Pandemic MAP 1: New Mexico Broadband Map,,,https://nmbbmapping.org/mapping/,PEW_May2021,0
,New Mexico,Pandemic,OFFICE 1,New Mexico State Office of Broadband ,Pandemic OFFICE 1: New Mexico State Office of Broadband ,,,https://www.doit.state.nm.us/broadband/index.shtml,PEW_May2021,0
,New Mexico,Pandemic,OFFICE 2,Office of Broadband Access and Expansion ,Pandemic OFFICE 2: Office of Broadband Access and Expansion ,,,https://www.nmlegis.gov/Sessions/21%20Regular/bills/senate/SB0093.pdf,PEW_May2021,0
,New Mexico,Pandemic,PLAN 1,"State of New Mexico
Broadband Strategic Plan
and Rural Broadband Assessment","Pandemic PLAN 1: State of New Mexico
Broadband Strategic Plan
and Rural Broadband Assessment",,,https://www.doit.state.nm.us/broadband/reports/nmbbp_strategic20200616Rev2Final.pdf,PEW_May2021,0
,New Mexico,Pandemic,TASK FORCE 1,Connect New Mexico Council ,Pandemic TASK FORCE 1: Connect New Mexico Council ,,,https://www.nmlegis.gov/Sessions/21%20Regular/final/HB0010.pdf ,PEW_May2021,0
1,New York,Pre-pandemic,Office,State Broadband Program Office,Pre-pandemic Office: State Broadband Program Office,,,,PEW_July2019,0
2,New York,Pre-pandemic,Goal,"The New NY Broadband Program seeks to drive statewide broadband access, at download speeds of 100 megabits per second in most places and 25 Mbps in the most remote and rural areas.","Pre-pandemic Goal: The New NY Broadband Program seeks to drive statewide broadband access, at download speeds of 100 megabits per second in most places and 25 Mbps in the most remote and rural areas.",,,,PEW_July2019,0
3,New York,Pre-pandemic,Agency,Empire State Development,Pre-pandemic Agency: Empire State Development,,,,PEW_July2019,0
4,New York,Pre-pandemic,Fund,New NY Broadband Program,Pre-pandemic Fund: New NY Broadband Program,,,,PEW_July2019,0
,New York,Pandemic,AGENCY 1,Empire State Development,Pandemic AGENCY 1: Empire State Development,,,https://esd.ny.gov/milestones-reached-toward-broadband-all,PEW_May2021,0
,New York,Pandemic,FUND 1,New NY Broadband Program,Pandemic FUND 1: New NY Broadband Program,,,https://nysbroadband.ny.gov/about,PEW_May2021,0
,New York,Pandemic,GOAL 1,https://nysbroadband.ny.gov/,Pandemic GOAL 1: https://nysbroadband.ny.gov/,,,https://nysbroadband.ny.gov/,PEW_May2021,0
,New York,Pandemic,MAP 1,New York State Residential Broadband Availability Map,Pandemic MAP 1: New York State Residential Broadband Availability Map,,,https://map.nysbroadband.ny.gov/html5viewer/?viewer=broadband,PEW_May2021,0
,New York,Pandemic,OFFICE 1,New York State Broadband Program Office,Pandemic OFFICE 1: New York State Broadband Program Office,,,https://nysbroadband.ny.gov/,PEW_May2021,0
1,North Carolina,Pre-pandemic,Office,Broadband Infrastructure Office,Pre-pandemic Office: Broadband Infrastructure Office,,,,PEW_July2019,0
2,North Carolina,Pre-pandemic,Agency,Department of Information Technology,Pre-pandemic Agency: Department of Information Technology,,,,PEW_July2019,0
3,North Carolina,Pre-pandemic,Agency,Department of Commerce (Economic Infrastructure Program),Pre-pandemic Agency: Department of Commerce (Economic Infrastructure Program),,,,PEW_July2019,0
4,North Carolina,Pre-pandemic,Plan,“Connecting North Carolina: State Broadband Plan” (2016),Pre-pandemic Plan: “Connecting North Carolina: State Broadband Plan” (2016),,,,PEW_July2019,0
5,North Carolina,Pre-pandemic,Goal,"“The plan’s overarching goal is for every North Carolinian to have affordable access to broadband service—wireline or wireless—if they so choose, by June 2021. The following objectives support these goals: increase the percentage of households with access to fiber optic cable to 50 percent by June 2021, increase the percentage of households with access to broadband to 100 percent by June 2021, increase household adoption rates to over 60 percent by June 2021, affordable access to the internet outside of school for 100 percent of K-12 students by June 2021, a state-wide model for the development and deployment of local, community-based digital literacy programs.”","Pre-pandemic Goal: “The plan’s overarching goal is for every North Carolinian to have affordable access to broadband service—wireline or wireless—if they so choose, by June 2021. The following objectives support these goals: increase the percentage of households with access to fiber optic cable to 50 percent by June 2021, increase the percentage of households with access to broadband to 100 percent by June 2021, increase household adoption rates to over 60 percent by June 2021, affordable access to the internet outside of school for 100 percent of K-12 students by June 2021, a state-wide model for the development and deployment of local, community-based digital literacy programs.”",,,,PEW_July2019,0
6,North Carolina,Pre-pandemic,Fund,Growing Rural Economies with Access to Technology (GREAT) Program,Pre-pandemic Fund: Growing Rural Economies with Access to Technology (GREAT) Program,,,,PEW_July2019,0
7,North Carolina,Pandemic,Fund,"$672,000 for telework capabilities. Gov. Cooper signed legislation to provide $56 million for distanced learning activities including installing Wi-Fi routers in school buses, providing home internet access points, purchases computers for K-12 students and teachers, as well as providing funding for cybersecurity infrastructure.","Pandemic Fund: $672,000 for telework capabilities. Gov. Cooper signed legislation to provide $56 million for distanced learning activities including installing Wi-Fi routers in school buses, providing home internet access points, purchases computers for K-12 students and teachers, as well as providing funding for cybersecurity infrastructure.",56.672,"$672,000 for telework capabilities. Gov. Cooper signed legislation to provide $56 million for distanced learning activities including installing Wi-Fi routers in school buses, providing home internet access points, purchases computers for K-12 students and teachers, as well as providing funding for cybersecurity infrastructure.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,North Carolina,Pandemic,AGENCY 1,Department of Information Technology,Pandemic AGENCY 1: Department of Information Technology,,,https://it.nc.gov/,PEW_May2021,0
,North Carolina,Pandemic,AGENCY 2,Department of Commerce,Pandemic AGENCY 2: Department of Commerce,,,https://www.nccommerce.com/grants-incentives/public-infrastructure-funds/infrastructure-state-rural-grants,PEW_May2021,0
,North Carolina,Pandemic,FUND 1,Growing Rural Economies with Access to Technology (GREAT),Pandemic FUND 1: Growing Rural Economies with Access to Technology (GREAT),,,https://www.ncbroadband.gov/grants/great-grant,PEW_May2021,0
,North Carolina,Pandemic,FUND 2,Industrial Development Utility Account,Pandemic FUND 2: Industrial Development Utility Account,,,https://edpnc.com/incentives/utility-account/,PEW_May2021,0
,North Carolina,Pandemic,FUND 3,The Economic Infrastructure Program ,Pandemic FUND 3: The Economic Infrastructure Program ,,,https://www.nccommerce.com/grants-incentives/public-infrastructure-funds/infrastructure-state-rural-grants,PEW_May2021,0
,North Carolina,Pandemic,GOAL 1,https://www.ncbroadband.gov/broadband-nc/state-broadband-plan,Pandemic GOAL 1: https://www.ncbroadband.gov/broadband-nc/state-broadband-plan,,,https://www.ncbroadband.gov/broadband-nc/state-broadband-plan,PEW_May2021,0
,North Carolina,Pandemic,MAP 1,Broadband Availability and Adoption in North Carolina's Census Tracts,Pandemic MAP 1: Broadband Availability and Adoption in North Carolina's Census Tracts,,,https://bi.nc.gov/t/DIT-Broadband/views/2017Indices-CensusTract/NCCensusTractsStory?:isGuestRedirectFromVizportal=y&:embed=y,PEW_May2021,0
,North Carolina,Pandemic,OFFICE 1,Broadband Infrastructure Office,Pandemic OFFICE 1: Broadband Infrastructure Office,,,https://www.ncbroadband.gov,PEW_May2021,0
,North Carolina,Pandemic,PLAN 1,Connecting North Carolina ,Pandemic PLAN 1: Connecting North Carolina ,,,https://www.ncbroadband.gov/data-reports/connecting-north-carolina-state-broadband-plan,PEW_May2021,0
,North Carolina,Pandemic,TASK FORCE 1,Governor's Task Force on Connecting North Carolina,Pandemic TASK FORCE 1: Governor's Task Force on Connecting North Carolina,,,https://it.nc.gov/news/events/2020/09/30/governors-task-force-connecting-north-carolina/governors-task-force,PEW_May2021,0
1,North Dakota,Pre-pandemic,Agency,Department of Information Technology (STAGE Net),Pre-pandemic Agency: Department of Information Technology (STAGE Net),,,,PEW_July2019,0
2,North Dakota,Pre-pandemic,Task Force,"STAGEnet executive, management, and technical committees","Pre-pandemic Task Force: STAGEnet executive, management, and technical committees",,,,PEW_July2019,0
3,North Dakota,Pandemic,Fund,"$23.9 million for telework, $17 million for cybersecurity and $26.8 million for digital government services.","Pandemic Fund: $23.9 million for telework, $17 million for cybersecurity and $26.8 million for digital government services.",23.9,"$23.9 million for telework, $17 million for cybersecurity and $26.8 million for digital government services.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,North Dakota,Pandemic,AGENCY 1,Department of Information Technology (STAGE Net and Broadband ND),Pandemic AGENCY 1: Department of Information Technology (STAGE Net and Broadband ND),,,https://www.nd.gov/itd/statewide-alliances/stagenet,PEW_May2021,0
,North Dakota,Pandemic,GOAL 1,https://www.nd.gov/itd/sites/itd/files/legacy/alliances/broadband/ND-Broadband-Plan-2019.pdf,Pandemic GOAL 1: https://www.nd.gov/itd/sites/itd/files/legacy/alliances/broadband/ND-Broadband-Plan-2019.pdf,,,https://www.nd.gov/itd/sites/itd/files/legacy/alliances/broadband/ND-Broadband-Plan-2019.pdf,PEW_May2021,0
,North Dakota,Pandemic,PLAN 1,North Dakota Broadband Plan ,Pandemic PLAN 1: North Dakota Broadband Plan ,,,https://www.nd.gov/itd/sites/itd/files/legacy/alliances/broadband/ND-Broadband-Plan-2019.pdf,PEW_May2021,0
,North Dakota,Pandemic,TASK FORCE 1,STAGEnet Committees,Pandemic TASK FORCE 1: STAGEnet Committees,,,https://www.nd.gov/itd/statewide-alliances/stagenet/stagenet-governance-structure/stagenet-committees,PEW_May2021,0
1,Ohio,Pre-pandemic,,Ohio did not have any pre-pandemic initiatives.,Pre-pandemic : Ohio did not have any pre-pandemic initiatives.,,,,PEW_July2019,0
2,Ohio,Pandemic,Fund,BroadbandOhio Connectivity Grant,Pandemic Fund: BroadbandOhio Connectivity Grant,50,"The Lt. Governor announced that the state will set aside $50 million of state funding through the federal CARES Act to provide hotspots and internet-enabled devices to students for purchases made between July 1, 2020 and December 30, 2020. ",https://ohio-k12.help/broadbandohio-connectivity-grant/,,0
3,Ohio,Pandemic,OFFICE 1,Broadband Expansion Program Authority,Pandemic OFFICE 1: Broadband Expansion Program Authority,,,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb2/EN/05/hb2_05_EN?format=pdf ,PEW_May2021,0
4,Ohio,Pandemic,AGENCY 2,InnovateOhio,Pandemic AGENCY 2: InnovateOhio,,,https://innovateohio.gov/wps/portal/gov/innovate/,PEW_May2021,0
5,Ohio,Pandemic,MAP 1,Ohio Broadband Map,Pandemic MAP 1: Ohio Broadband Map,,,https://innovateohio.gov/wps/portal/gov/innovate/priorities/resources/broadband/overview,PEW_May2021,0
6,Ohio,Pandemic,AGENCY 1,Ohio Department of Transportation,Pandemic AGENCY 1: Ohio Department of Transportation,,,http://www.dot.state.oh.us/pages/home.aspx,PEW_May2021,0
7,Ohio,Pandemic,FUND 1,Ohio Residential Broadband Expansion Grant Program ,Pandemic FUND 1: Ohio Residential Broadband Expansion Grant Program ,,,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb2/EN/05/hb2_05_EN?format=pdf ,PEW_May2021,0
8,Ohio,Pandemic,PLAN 1,The Ohio Broadband Strategy,Pandemic PLAN 1: The Ohio Broadband Strategy,,,https://innovateohio.gov/wps/wcm/connect/gov/bde9a8ce-5f93-4a04-b937-102788469bdb/OhioBroadbandStrategy_121919.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_M1HGGIK0N0JO00QO9DDDDM3000-bde9a8ce-5f93-4a04-b937-102788469bdb-mYuKib6,PEW_May2021,0
1,Oklahoma,Pre-pandemic,Agency,State Regents for Higher Education (OneNet),Pre-pandemic Agency: State Regents for Higher Education (OneNet),,,,PEW_July2019,0
2,Oklahoma,Pre-pandemic,Agency,Governor’s Office (Connect and Learn Initiative),Pre-pandemic Agency: Governor’s Office (Connect and Learn Initiative),,,,PEW_July2019,0
,Oklahoma,Pandemic,AGENCY 1,State Regents for Higher Education (OneNet),Pandemic AGENCY 1: State Regents for Higher Education (OneNet),,,https://onenet.net/,PEW_May2021,0
,Oklahoma,Pandemic,AGENCY 2,Governor's Office (Connect and Learn Initiative),Pandemic AGENCY 2: Governor's Office (Connect and Learn Initiative),,,https://sde.ok.gov/ocli,PEW_May2021,0
,Oklahoma,Pandemic,AGENCY 3,Office of Management and Enterprise Services (Information Services Division),Pandemic AGENCY 3: Office of Management and Enterprise Services (Information Services Division),,,https://omes.ok.gov/services/information-services,PEW_May2021,0
,Oklahoma,Pandemic,FUND 1,State Broadband Deployment Grant Program Fund,Pandemic FUND 1: State Broadband Deployment Grant Program Fund,,,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20ENR/hB/HB1124%20ENR.PDF,PEW_May2021,0
,Oklahoma,Pandemic,PLAN 1,Oklahoma State Broadband Plan,Pandemic PLAN 1: Oklahoma State Broadband Plan,,,https://onenet.net/wp-content/uploads/2020/03/Oklahoma-State-Broadband-Plan-October-2019-Accessible.pdf,PEW_May2021,0
,Oklahoma,Pandemic,TASK FORCE 1,Oklahoma State Broadband Advisory Council,Pandemic TASK FORCE 1: Oklahoma State Broadband Advisory Council,,,https://www.okcommerce.gov/wp-content/uploads/RBEC-Broadband-Coordination-Summary-August-2020.pdf,PEW_May2021,0
,Oklahoma,Pandemic,TASK FORCE 2,Rural Broadband Expansion Council,Pandemic TASK FORCE 2: Rural Broadband Expansion Council,,,https://www.okcommerce.gov/about-us/rural-broadband-expansion-council/,PEW_May2021,0
1,Oregon,Pre-pandemic,Office,Broadband Office,Pre-pandemic Office: Broadband Office,,,,PEW_July2019,0
2,Oregon,Pre-pandemic,Agency,Business Oregon,Pre-pandemic Agency: Business Oregon,,,,PEW_July2019,0
3,Oregon,Pre-pandemic,Agency,Office of the State Chief Information Officer,Pre-pandemic Agency: Office of the State Chief Information Officer,,,,PEW_July2019,0
4,Oregon,Pre-pandemic,Task Force,Broadband Advisory Council,Pre-pandemic Task Force: Broadband Advisory Council,,,,PEW_July2019,0
5,Oregon,Pre-pandemic,Goal,"“[I]t is the goal of this state to promote access to broadband services for all Oregonians in order to improve the economy in Oregon, improve the quality of life in Oregon communities and reduce the economic gap between Oregon communities that have access to broadband digital applications and services and those that do not.”","Pre-pandemic Goal: “[I]t is the goal of this state to promote access to broadband services for all Oregonians in order to improve the economy in Oregon, improve the quality of life in Oregon communities and reduce the economic gap between Oregon communities that have access to broadband digital applications and services and those that do not.”",,,,PEW_July2019,0
6,Oregon,Pre-pandemic,Map,Broadband Mapping Project,Pre-pandemic Map: Broadband Mapping Project,,,,PEW_July2019,0
7,Oregon,Pre-pandemic,Fund,Rural Broadband Capacity Pilot Program,Pre-pandemic Fund: Rural Broadband Capacity Pilot Program,,,,PEW_July2019,0
,Oregon,Pandemic,AGENCY 1,Oregon Business Development Department,Pandemic AGENCY 1: Oregon Business Development Department,,,https://www.oregon4biz.com/,PEW_May2021,0
,Oregon,Pandemic,FUND 1,Rural Broadband Capacity Program,Pandemic FUND 1: Rural Broadband Capacity Program,,,http://www.orinfrastructure.org/Infrastructure-Programs/Telecommunications/Rural-Broadband-Capacity-Program/,PEW_May2021,0
,Oregon,Pandemic,FUND 2,Oregon Broadband Advisory Council Fund,Pandemic FUND 2: Oregon Broadband Advisory Council Fund,,,https://www.oregon4biz.com/Broadband-Office/OBAC/,PEW_May2021,0
,Oregon,Pandemic,FUND 3,Connecting Oregon Schools Fund ,Pandemic FUND 3: Connecting Oregon Schools Fund ,,,https://www.oregon.gov/ode/schools-and-districts/Pages/State-E-Rate-Program-and-Broadband-Connectivity.aspx,PEW_May2021,0
,Oregon,Pandemic,FUND 4,The Broadband Fund,Pandemic FUND 4: The Broadband Fund,,,https://olis.oregonlegislature.gov/liz/2020S1/Downloads/MeasureDocument/SB1603 ,PEW_May2021,0
,Oregon,Pandemic,GOAL 1,https://www.oregonlaws.org/ors/759.016,Pandemic GOAL 1: https://www.oregonlaws.org/ors/759.016,,,https://www.oregonlaws.org/ors/759.016,PEW_May2021,0
,Oregon,Pandemic,MAP 1,Oregon Broadband Map ,Pandemic MAP 1: Oregon Broadband Map ,,,https://www.oregon4biz.com/Broadband-Office/Interactive-Map/,PEW_May2021,0
,Oregon,Pandemic,OFFICE 1,Oregon Broadband Office,Pandemic OFFICE 1: Oregon Broadband Office,,,www.broadband.oregon.gov ,PEW_May2021,0
,Oregon,Pandemic,PLAN 1,Oregon Broadband Office Strategic Plan,Pandemic PLAN 1: Oregon Broadband Office Strategic Plan,,,https://www.oregon4biz.com/dev/www/BOR/Broadband-Office/OBAC/Reports/BroadbandStratPlan2020.pdf,PEW_May2021,0
,Oregon,Pandemic,TASK FORCE 1,Oregon Broadband Advisory Council,Pandemic TASK FORCE 1: Oregon Broadband Advisory Council,,,www.broadband-oregon.org ,PEW_May2021,0
1,Pennsylvania,Pre-pandemic,Office,Governor’s Office of Broadband Initiatives,Pre-pandemic Office: Governor’s Office of Broadband Initiatives,,,,PEW_July2019,0
2,Pennsylvania,Pre-pandemic,Agency,Department of Community and Economic Development,Pre-pandemic Agency: Department of Community and Economic Development,,,,PEW_July2019,0
3,Pennsylvania,Pre-pandemic,Agency,Public Utility Commission,Pre-pandemic Agency: Public Utility Commission,,,,PEW_July2019,0
4,Pennsylvania,Pre-pandemic,Map,Department of Community and Economic Development,Pre-pandemic Map: Department of Community and Economic Development,,,,PEW_July2019,0
5,Pennsylvania,Pre-pandemic,Fund,Broadband Investment Incentive Program,Pre-pandemic Fund: Broadband Investment Incentive Program,,,,PEW_July2019,0
6,Pennsylvania,Pre-pandemic,Fund,Broadband Outreach and Aggregation Fund,Pre-pandemic Fund: Broadband Outreach and Aggregation Fund,,,,PEW_July2019,0
,Pennsylvania,Pandemic,AGENCY 1,Department of Community and Economic Development,Pandemic AGENCY 1: Department of Community and Economic Development,,,https://dced.pa.gov/broadband-resources/,PEW_May2021,0
,Pennsylvania,Pandemic,AGENCY 2,Public Utilities Commission,Pandemic AGENCY 2: Public Utilities Commission,,,https://www.puc.pa.gov/telecommunications/broadband-internet-service/,PEW_May2021,0
,Pennsylvania,Pandemic,FUND 1,Unserved High-Speed Broadband Funding Program ,Pandemic FUND 1: Unserved High-Speed Broadband Funding Program ,,,https://www.legis.state.pa.us/cfdocs/legis/li/uconsCheck.cfm?yr=2020&sessInd=0&act=132 ,PEW_May2021,0
,Pennsylvania,Pandemic,GOAL 1,https://www.governor.pa.gov/wp-content/uploads/2019/06/20190506-Restore-Pennsylvania-Broadband-Initiative.pdf,Pandemic GOAL 1: https://www.governor.pa.gov/wp-content/uploads/2019/06/20190506-Restore-Pennsylvania-Broadband-Initiative.pdf,,,https://www.governor.pa.gov/wp-content/uploads/2019/06/20190506-Restore-Pennsylvania-Broadband-Initiative.pdf,PEW_May2021,0
,Pennsylvania,Pandemic,MAP 1,Pennsylvania Broadband Map,Pandemic MAP 1: Pennsylvania Broadband Map,,,https://extension.psu.edu/pennsylvania-broadband-map-app,PEW_May2021,0
,Pennsylvania,Pandemic,MAP 2,Department of Community and Economic Development Map ,Pandemic MAP 2: Department of Community and Economic Development Map ,,,https://dced.pa.gov/broadband-resources/,PEW_May2021,0
1,Puerto Rico,Pandemic,Fund,"$40 million for telework program, $40 million for telemedicine program.","Pandemic Fund: $40 million for telework program, $40 million for telemedicine program.",80,"$40 million for telework program, $40 million for telemedicine program.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
1,Rhode Island,Pre-pandemic,Agency,Governor’s Office (Digital Equity),Pre-pandemic Agency: Governor’s Office (Digital Equity),,,,PEW_July2019,0
2,Rhode Island,Pre-pandemic,Agency,Public Utilities Commission and Division of Public Utilities and Carriers,Pre-pandemic Agency: Public Utilities Commission and Division of Public Utilities and Carriers,,,,PEW_July2019,0
3,Rhode Island,Pre-pandemic,Goal,"Create a high-level interagency body with appointed public and private leadership to support collaboration around broadband policy development, e-government innovation, improved broadband infrastructure, broadband adoption, and digital inclusion. Create programs to ensure that all community anchor institutions are connected to the OSHEAN fiber network. Support the Department of Education’s adult education agencies, libraries, and community development organizations to continue to advocate and deliver digital readiness education. Help state agencies adopt service delivery models that use broadband to improve service while reducing costs. And develop a sustainable funding strategy for broadband-focused initiatives, which includes state bonds, a modernized RITEAF (Rhode Island Telecommunications Education Access Fund) and federal funding opportunities.","Pre-pandemic Goal: Create a high-level interagency body with appointed public and private leadership to support collaboration around broadband policy development, e-government innovation, improved broadband infrastructure, broadband adoption, and digital inclusion. Create programs to ensure that all community anchor institutions are connected to the OSHEAN fiber network. Support the Department of Education’s adult education agencies, libraries, and community development organizations to continue to advocate and deliver digital readiness education. Help state agencies adopt service delivery models that use broadband to improve service while reducing costs. And develop a sustainable funding strategy for broadband-focused initiatives, which includes state bonds, a modernized RITEAF (Rhode Island Telecommunications Education Access Fund) and federal funding opportunities.",,,,PEW_July2019,0
,Rhode Island,Pandemic,AGENCY 1,Governor's Office (Digital Equity),Pandemic AGENCY 1: Governor's Office (Digital Equity),,,https://www.innovate.ri.gov/digital-equity/,PEW_May2021,0
,Rhode Island,Pandemic,AGENCY 2,State of Rhode Island Public Utilities Commission and Division of Public Utilities and Carriers,Pandemic AGENCY 2: State of Rhode Island Public Utilities Commission and Division of Public Utilities and Carriers,,,http://www.ripuc.org/,PEW_May2021,0
,Rhode Island,Pandemic,OFFICE 1,Connect RI,Pandemic OFFICE 1: Connect RI,,,https://www.innovate.ri.gov/connectri,PEW_May2021,0
1,South Carolina,Pre-pandemic,,South Carolina did not have any pre-pandemic initiatives.,Pre-pandemic : South Carolina did not have any pre-pandemic initiatives.,,,,PEW_July2019,0
2,South Carolina,Pandemic,Fund,"Allocating $50 million to broadband programs. One program targets all students to provide mobile hotspots in 100,000 qualifying households. Funding will also support identified areas of need and a mapping program.","Pandemic Fund: Allocating $50 million to broadband programs. One program targets all students to provide mobile hotspots in 100,000 qualifying households. Funding will also support identified areas of need and a mapping program.",50,"Allocating $50 million to broadband programs. One program targets all students to provide mobile hotspots in 100,000 qualifying households. Funding will also support identified areas of need and a mapping program.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,South Carolina,Pandemic,AGENCY 1,South Carolina Office of Regulatory Staff,Pandemic AGENCY 1: South Carolina Office of Regulatory Staff,,,https://ors.sc.gov/broadband,PEW_May2021,0
,South Carolina,Pandemic,FUND 1,Rural Broadband Grant Program ,Pandemic FUND 1: Rural Broadband Grant Program ,,,https://ors.sc.gov/broadband/funding/rural-broadband-grant-program,PEW_May2021,0
,South Carolina,Pandemic,MAP 1,South Carolina Broadband Map,Pandemic MAP 1: South Carolina Broadband Map,,,https://south-carolina.vetro.io/map#loc=6.47/33.794/-81.199,PEW_May2021,0
1,South Dakota,Pre-pandemic,Agency,Governor’s Office of Economic Development,Pre-pandemic Agency: Governor’s Office of Economic Development,,,,PEW_July2019,0
